[167, 19, 19]
[176, 21, 20]
[144, 17, 17]
[105, 12, 12]
[81, 11, 11]
[73, 10, 9]
[111, 14, 15]
[170, 20, 19]
[160, 18, 18]
[118, 16, 17]
[102, 14, 13]
[95, 12, 12]
[88, 12, 11]
[84, 10, 10]
[79, 11, 11]
[79, 11, 11]
[82, 10, 10]
[105, 12, 12]
[145, 18, 18]
[177, 21, 20]
[181, 21, 20]
[177, 21, 20]
[198, 22, 22]
[198, 22, 22]
[197, 23, 22]
[198, 22, 22]
[137, 17, 18]
[169, 21, 20]
[100, 12, 11]
[98, 12, 10]
[112, 13, 12]
[195, 21, 20]
[171, 21, 20]
[208, 24, 22]
[170, 21, 20]
[150, 18, 17]
[129, 16, 14]
[126, 16, 14]
[116, 15, 15]
[103, 14, 11]
[92, 13, 12]
[94, 13, 13]
[96, 14, 12]
[103, 14, 12]
[115, 15, 13]
[131, 16, 14]
[165, 20, 18]
[162, 21, 18]
[157, 20, 17]
[153, 19, 16]
[150, 19, 17]
[128, 12, 15]
[135, 18, 16]
[133, 16, 15]
[136, 18, 16]
[148, 19, 18]
[143, 17, 23]
[159, 20, 18]
[161, 20, 19]
[155, 19, 18]
[153, 18, 17]
[138, 16, 17]
[148, 17, 15]
[118, 11, 22]
[130, 16, 17]
[110, 12, 15]
[141, 15, 16]
[137, 14, 16]
[101, 13, 14]
[78, 10, 12]
