[166, 38, 30]
[166, 40, 33]
[162, 37, 30]
[156, 41, 30]
[161, 45, 31]
[154, 41, 30]
[156, 37, 29]
[158, 36, 27]
[166, 37, 29]
[162, 36, 28]
[159, 38, 27]
[164, 47, 32]
[156, 43, 31]
[155, 39, 31]
[156, 41, 33]
[149, 40, 30]
[146, 41, 31]
[149, 46, 32]
[148, 42, 30]
[153, 34, 27]
[159, 35, 28]
[156, 34, 28]
[151, 33, 26]
[151, 42, 28]
[162, 49, 33]
[154, 36, 27]
[157, 37, 29]
[155, 34, 29]
[166, 49, 34]
[162, 45, 32]
[158, 42, 29]
[164, 38, 29]
[166, 36, 29]
[162, 39, 30]
[152, 39, 29]
[157, 50, 34]
[149, 41, 30]
[147, 36, 31]
[153, 35, 31]
[149, 33, 28]
[151, 34, 28]
[155, 36, 27]
[159, 36, 29]
[150, 32, 26]
[151, 36, 30]
[148, 38, 29]
[159, 46, 31]
[166, 47, 32]
[178, 49, 34]
[184, 49, 36]
[183, 49, 35]
[178, 45, 33]
[173, 43, 31]
[170, 45, 33]
[169, 56, 36]
[154, 38, 32]
[157, 34, 31]
[155, 33, 30]
[145, 37, 31]
[153, 42, 30]
[155, 35, 29]
[158, 34, 28]
[155, 34, 28]
[159, 44, 31]
[155, 42, 31]
[153, 35, 30]
[154, 34, 29]
[156, 39, 29]
[165, 49, 34]
[158, 43, 31]
[149, 39, 26]
[155, 39, 27]
[161, 44, 32]
[167, 45, 30]
[166, 45, 32]
[164, 44, 30]
[161, 45, 31]
[155, 43, 30]
[148, 34, 29]
[133, 35, 27]
[128, 36, 26]
[138, 41, 29]
[144, 37, 28]
[150, 38, 29]
[151, 39, 29]
[157, 41, 30]
[158, 35, 28]
[158, 37, 28]
[159, 43, 31]
[153, 44, 31]
[152, 42, 30]
[152, 42, 31]
[154, 41, 30]
[152, 27, 33]
[152, 29, 35]
[161, 28, 35]
[132, 32, 32]
[121, 30, 31]
[126, 32, 34]
[131, 31, 34]
[147, 36, 39]
[155, 39, 42]
[174, 43, 45]
[176, 44, 46]
[157, 38, 40]
[142, 35, 37]
[130, 29, 32]
[130, 28, 31]
[144, 28, 32]
[140, 26, 30]
[138, 25, 29]
[136, 26, 28]
[145, 27, 31]
[139, 25, 31]
[142, 27, 32]
[140, 26, 30]
[138, 26, 31]
[126, 23, 28]
[119, 24, 29]
[122, 22, 28]
[133, 26, 31]
[116, 22, 28]
[114, 22, 27]
[125, 23, 29]
[139, 26, 31]
[162, 32, 37]
[159, 29, 35]
[167, 29, 37]
[122, 23, 30]
[161, 30, 37]
[180, 30, 39]
[189, 31, 39]
[190, 31, 40]
[189, 31, 41]
[173, 31, 39]
[140, 27, 32]
[137, 26, 31]
[128, 23, 28]
[138, 28, 31]
[143, 29, 34]
[155, 31, 34]
[156, 29, 36]
[153, 29, 36]
[160, 29, 35]
[152, 28, 33]
[162, 29, 34]
[166, 28, 34]
[159, 27, 34]
[143, 25, 32]
[148, 26, 33]
[146, 25, 32]
[132, 23, 31]
[126, 23, 29]
[124, 23, 29]
[127, 24, 29]
[130, 24, 29]
[133, 24, 30]
[139, 24, 31]
[146, 26, 31]
[151, 28, 32]
[153, 28, 33]
[153, 29, 33]
[144, 27, 30]
[143, 28, 31]
[153, 29, 34]
[148, 32, 34]
[132, 28, 31]
[129, 27, 29]
[138, 32, 31]
[181, 36, 38]
[199, 37, 40]
[202, 35, 39]
[204, 37, 40]
[192, 37, 39]
[163, 33, 33]
[146, 32, 33]
[179, 39, 40]
[189, 40, 41]
[190, 37, 38]
[192, 38, 40]
[195, 39, 41]
[186, 41, 41]
[141, 34, 35]
[132, 31, 33]
[187, 44, 46]
[199, 45, 46]
[201, 45, 47]
[185, 45, 46]
[150, 37, 38]
[92, 23, 27]
[87, 22, 26]
[144, 29, 30]
[154, 29, 33]
[174, 33, 37]
[172, 32, 37]
[166, 30, 35]
[176, 34, 37]
[179, 33, 37]
[169, 31, 37]
[169, 31, 37]
[163, 27, 36]
[167, 29, 38]
[187, 32, 40]
[109, 17, 26]
[140, 26, 34]
[161, 26, 36]
[150, 26, 34]
[127, 22, 30]
[138, 23, 32]
[135, 24, 33]
[129, 24, 31]
[125, 26, 29]
[139, 27, 32]
[145, 28, 31]
[150, 29, 33]
[176, 31, 37]
[169, 27, 35]
[171, 28, 35]
[161, 27, 35]
[148, 24, 32]
[157, 27, 35]
[151, 25, 33]
[177, 29, 36]
[95, 21, 25]
[104, 22, 25]
[124, 25, 29]
[152, 31, 34]
[154, 31, 34]
[131, 27, 30]
[107, 22, 26]
[94, 19, 23]
[93, 19, 22]
[96, 19, 23]
[116, 22, 26]
[134, 27, 30]
[165, 33, 37]
[137, 28, 32]
[120, 23, 28]
[128, 24, 27]
[115, 23, 27]
[129, 21, 27]
[124, 25, 30]
[122, 23, 29]
[137, 24, 31]
[137, 24, 30]
[109, 20, 24]
[114, 23, 27]
[115, 21, 25]
[124, 22, 26]
[131, 25, 29]
[149, 27, 32]
[120, 32, 34]
[118, 30, 32]
[134, 40, 38]
[165, 39, 38]
[143, 34, 36]
[114, 32, 35]
[157, 41, 44]
[134, 33, 37]
[120, 27, 31]
[146, 29, 35]
[155, 30, 35]
[152, 27, 33]
[157, 30, 35]
[139, 28, 32]
[142, 29, 33]
[146, 29, 33]
[138, 27, 30]
[147, 27, 33]
[142, 26, 32]
[148, 29, 34]
[172, 30, 38]
[142, 29, 34]
[115, 23, 27]
[100, 21, 25]
[97, 20, 24]
[101, 21, 25]
[123, 29, 31]
[144, 33, 35]
[153, 31, 37]
[155, 33, 37]
[164, 30, 38]
[170, 33, 38]
[169, 40, 45]
[170, 43, 45]
[163, 34, 41]
[164, 31, 41]
[163, 31, 39]
[156, 30, 38]
[150, 36, 40]
[157, 40, 42]
[155, 32, 37]
[161, 31, 38]
[168, 29, 38]
[168, 29, 37]
[170, 30, 37]
[168, 30, 37]
[161, 29, 35]
[173, 30, 38]
[173, 30, 37]
[170, 31, 37]
[163, 30, 35]
[161, 32, 34]
[171, 30, 39]
[164, 24, 35]
[171, 27, 38]
[171, 28, 38]
[173, 34, 40]
[169, 34, 38]
[160, 33, 39]
[162, 37, 43]
[155, 38, 42]
[146, 40, 42]
[134, 36, 39]
[140, 36, 41]
[160, 44, 45]
[173, 44, 47]
[172, 44, 48]
[182, 28, 37]
[178, 28, 37]
[170, 27, 37]
[172, 26, 35]
[174, 26, 35]
[166, 25, 36]
[169, 23, 33]
[177, 24, 35]
[176, 25, 36]
[178, 28, 38]
[173, 26, 36]
[174, 27, 36]
[172, 26, 35]
[169, 29, 36]
[174, 31, 37]
[168, 31, 38]
[183, 30, 39]
[178, 28, 35]
[198, 30, 40]
[197, 30, 38]
[190, 28, 38]
[194, 29, 36]
[187, 29, 37]
[188, 30, 39]
[188, 29, 37]
[175, 27, 36]
[179, 25, 34]
[198, 30, 38]
[200, 31, 40]
[197, 31, 40]
[170, 31, 38]
[176, 30, 37]
[193, 31, 40]
[203, 30, 40]
[211, 31, 39]
[206, 27, 36]
[210, 33, 40]
[206, 32, 39]
[199, 30, 38]
[196, 30, 38]
[196, 29, 37]
[201, 29, 36]
[196, 26, 35]
[200, 29, 37]
