[303, 85, 17]
[303, 85, 15]
[303, 86, 16]
[303, 84, 16]
[303, 85, 16]
[303, 85, 16]
[304, 87, 17]
[303, 85, 17]
[302, 83, 16]
[289, 75, 17]
[256, 64, 15]
[199, 50, 11]
[165, 40, 8]
[189, 45, 9]
[277, 71, 16]
[287, 74, 15]
[307, 89, 17]
[304, 91, 17]
[296, 90, 14]
[290, 89, 14]
[296, 91, 16]
[305, 90, 17]
[303, 85, 17]
[291, 77, 17]
[284, 72, 15]
[284, 73, 16]
[304, 86, 16]
[303, 90, 15]
[301, 90, 15]
[292, 87, 15]
[306, 89, 19]
[309, 87, 19]
[305, 84, 19]
[300, 83, 19]
[297, 80, 15]
[299, 82, 15]
[302, 85, 15]
[295, 81, 16]
[295, 81, 15]
[248, 62, 13]
[246, 61, 13]
[279, 73, 15]
[287, 76, 15]
[284, 74, 14]
[296, 82, 15]
[299, 92, 15]
[289, 90, 14]
[286, 90, 13]
[290, 90, 14]
[293, 89, 12]
[301, 85, 15]
[298, 83, 15]
[298, 83, 14]
[300, 84, 15]
[299, 85, 16]
[298, 83, 14]
[298, 83, 14]
[300, 85, 15]
[299, 84, 15]
[298, 85, 16]
