[13, 28, 45]
[16, 33, 51]
[16, 33, 53]
[19, 38, 58]
[18, 38, 58]
[18, 37, 56]
[17, 35, 54]
[17, 34, 52]
[17, 35, 54]
[14, 32, 49]
[12, 27, 43]
[10, 24, 38]
[6, 14, 24]
[8, 16, 26]
[11, 23, 35]
[10, 25, 39]
[10, 23, 36]
[14, 30, 47]
[13, 29, 45]
[12, 27, 42]
[17, 34, 53]
[16, 34, 52]
[17, 35, 55]
[15, 33, 51]
[8, 21, 34]
[12, 23, 38]
[11, 24, 37]
[11, 25, 39]
[12, 28, 43]
[16, 34, 53]
[15, 33, 51]
[12, 27, 42]
[11, 24, 38]
[11, 26, 41]
[10, 22, 36]
[19, 39, 58]
[20, 41, 62]
[21, 40, 61]
[19, 39, 61]
[22, 40, 63]
[22, 40, 63]
[21, 39, 63]
[20, 37, 61]
[22, 41, 64]
[21, 41, 64]
[21, 41, 63]
[21, 40, 63]
[20, 40, 62]
[20, 38, 60]
[19, 38, 58]
[18, 36, 57]
[21, 39, 60]
[11, 26, 40]
[9, 19, 30]
[8, 20, 33]
[10, 23, 37]
[10, 23, 36]
[9, 22, 36]
[9, 23, 37]
[10, 23, 36]
[10, 22, 35]
[9, 21, 33]
[9, 22, 34]
[11, 22, 35]
[8, 18, 30]
[8, 19, 32]
[7, 19, 31]
[7, 19, 32]
[9, 21, 34]
